State,  Time, Number_of _Trial
0 0 0 0	0	0
0 0 0 0	0.02	36
0 0 0 0	0.04	37
0 0 0 0	0.06	35
0 0 0 0	0.08	29
0 0 0 0	0.1	26
0 0 0 0	0.12	30
0 0 0 0	0.14	31
0 0 0 0	0.16	31
0 0 0 0	0.18	25
0 0 0 0	0.2	35
0 0 0 0	0.22	30
0 0 0 0	0.24	36
0 0 0 0	0.26	40
0 0 0 0	0.28	37
0 0 0 0	0.3	38
0 0 0 0	0.32	39
0 0 0 0	0.34	37
0 0 0 0	0.36	40
0 0 0 0	0.38	33
0 0 0 0	0.4	36
0 0 0 0	0.42	29
0 0 0 0	0.44	29
0 0 0 0	0.46	41
0 0 0 0	0.48	37
0 0 0 0	0.5	39
0 0 0 0	0.52	39
0 0 0 0	0.54	38
0 0 0 0	0.56	40
0 0 0 0	0.58	42
0 0 0 0	0.6	36
0 0 0 0	0.62	33
0 0 0 0	0.64	33
0 0 0 0	0.66	33
0 0 0 0	0.68	40
0 0 0 0	0.7	38
0 0 0 0	0.72	29
0 0 0 0	0.74	38
0 0 0 0	0.76	37
0 0 0 0	0.78	38
0 0 0 0	0.8	36
0 0 0 0	0.82	38
0 0 0 0	0.84	34
0 0 0 0	0.86	41
0 0 0 0	0.88	37
0 0 0 0	0.9	40
0 0 0 0	0.92	36
0 0 0 0	0.94	39
0 0 0 0	0.96	38
0 0 0 0	0.98	41
0 0 0 0	1	40
0 0 1 0	1.02	41
0.00039202    0.03924 1 0	1.04	27
0.00156897    0.07848 1 0	1.06	40
0.00353098    0.11772 1 0	1.08	40
0.00627798    0.15696 1 0	1.1	40
0.00981003     0.1962 1 0	1.12	34
0.014126  0.23544 1 0	1.14	31
0.019227  0.27468 1 0	1.16	38
0.025113  0.31392 1 0	1.18	40
0.031784  0.35316 1 0	1.2	42
0.03924  0.3924 1 0	1.22	40
0.04748 0.43164 1 0	1.24	34
0.056505  0.47088 1 0	1.26	41
0.066315  0.51012 1 0	1.28	41
0.07691 0.54936 1 0	1.3	40
0.08829  0.5886 1 0	1.32	39
0.100454  0.62784 1 0	1.34	40
0.113403  0.66708 1 0	1.36	42
0.127137  0.70632 1 0	1.38	31
0.141656  0.74556 1 0	1.4	40
0.15696  0.7848 1 0	1.42	40
0.173048  0.82404 1 0	1.44	33
0.189921  0.86328 1 0	1.46	39
0.207579  0.90252 1 0	1.48	43
0.226022  0.94176 1 0	1.5	40
0.24525   0.981 1 0	1.52	38
0.265262  1.02024 1 0	1.54	34
0.286059  1.05948 1 0	1.56	40
0.307641  1.09872 1 0	1.58	42
0.330008  1.13796 1 0	1.6	42
0.35316  1.1772 1 0	1.62	39
0.377096  1.21644 1 0	1.64	40
0.401817  1.25568 1 0	1.66	41
0.427323  1.29492 1 0	1.68	40
0.453614  1.33416 1 0	1.7	41
0.48069  1.3734 1 0	1.72	40
0.508472  1.40479 1 0	1.74	38
0.536175  1.36555 1 0	1.76	35
0.563094  1.32631 1 0	1.78	40
0.589228  1.28707 1 0	1.8	40
0.614577  1.24783 1 0	1.82	30
0.639141  1.20859 1 0	1.84	38
0.66292 1.16935 1 0	1.86	39
0.685915  1.13011 1 0	1.88	39
0.708125  1.09087 1 0	1.9	36
0.72955 1.05163 1 0	1.92	41
0.75019 1.01239 1 0	1.94	38
0.770045 0.973152 1 0	1.96	36
0.789116 0.933912 1 0	1.98	39
0.807402 0.894672 1 0	2	32
0.824903 0.855432 1 0	2.02	39
0.841619 0.816192 1 0	2.04	42
 0.85755 0.776952 1 0	2.06	41
0.872697 0.737712 1 0	2.08	39
0.887059 0.698472 1 0	2.1	39
0.900636 0.659232 1 0	2.12	36
0.913428 0.619992 1 0	2.14	40
0.925435 0.580752 1 0	2.16	39
0.936658 0.541512 1 0	2.18	36
0.947096 0.502272 1 0	2.2	40
0.956749 0.463032 1 0	2.22	39
0.965617 0.423792 1 0	2.24	39
  0.9737 0.384552 1 0	2.26	39
0.980999 0.345312 1 0	2.28	36
0.987513 0.306072 1 0	2.3	42
0.993242 0.266832 1 0	2.32	40
0.998186 0.227592 1 0	2.34	41
 1.00234 0.188352 1 0	2.36	36
 1.00572 0.149112 1 0	2.38	43
 1.00831 0.109872 1 0	2.4	38
 1.01012 0.070632 1 0	2.42	41
 1.01113 0.031392 1 0	2.44	37
  1.01137 -0.007848 1 0	2.46	39
  1.01098 -0.031392 1 0	2.48	39
  1.01035 -0.031392 1 0	2.5	39
  1.00972 -0.031392 1 0	2.52	39
  1.00917 -0.023544 1 0	2.54	42
   1.0087 -0.023544 1 0	2.56	41
  1.00823 -0.023544 1 0	2.58	42
  1.00776 -0.023544 1 0	2.6	41
  1.00729 -0.023544 1 0	2.62	40
  1.00682 -0.023544 1 0	2.64	42
  1.00643 -0.015696 1 0	2.66	41
  1.00611 -0.015696 1 0	2.68	41
   1.0058 -0.015696 1 0	2.7	38
  1.00548 -0.015696 1 0	2.72	41
  1.00517 -0.015696 1 0	2.74	41
  1.00486 -0.015696 1 0	2.76	40
  1.00454 -0.015696 1 0	2.78	42
  1.00423 -0.015696 1 0	2.8	41
  1.00399 -0.007848 1 0	2.82	39
  1.00384 -0.007848 1 0	2.84	37
  1.00368 -0.007848 1 0	2.86	39
  1.00352 -0.007848 1 0	2.88	39
  1.00337 -0.007848 1 0	2.9	41
  1.00321 -0.007848 1 0	2.92	39
  1.00305 -0.007848 1 0	2.94	36
  1.00289 -0.007848 1 0	2.96	40
  1.00274 -0.007848 1 0	2.98	40
