State,  Time, Number_of _Trial
0 0 0 0	0	0
0 0 0 0	0.02	28
0 0 0 0	0.04	23
0 0 0 0	0.06	23
0 0 0 0	0.08	27
0 0 0 0	0.1	14
0 0 0 0	0.12	2
0 0 0 0	0.14	16
0 0 0 0	0.16	15
0 0 0 0	0.18	15
0 0 0 0	0.2	17
0 0 0 0	0.22	26
0 0 0 0	0.24	19
0 0 0 0	0.26	16
0 0 0 0	0.28	19
0 0 0 0	0.3	24
0 0 0 0	0.32	34
0 0 0 0	0.34	32
0 0 0 0	0.36	28
0 0 0 0	0.38	25
0 0 0 0	0.4	31
0 0 0 0	0.42	33
0 0 0 0	0.44	24
0 0 0 0	0.46	33
0 0 0 0	0.48	30
0 0 0 0	0.5	35
0 0 0 0	0.52	29
0 0 0 0	0.54	33
0 0 0 0	0.56	23
0 0 0 0	0.58	32
0 0 0 0	0.6	31
0 0 0 0	0.62	29
0 0 0 0	0.64	25
0 0 0 0	0.66	26
0 0 0 0	0.68	28
0 0 0 0	0.7	33
0 0 0 0	0.72	32
0 0 0 0	0.74	27
0 0 0 0	0.76	23
0 0 0 0	0.78	31
0 0 0 0	0.8	30
0 0 0 0	0.82	34
0 0 0 0	0.84	25
0 0 0 0	0.86	33
0 0 0 0	0.88	30
0 0 0 0	0.9	20
0 0 0 0	0.92	31
0 0 0 0	0.94	34
0 0 0 0	0.96	33
0 0 0 0	0.98	34
0 0 0 0	1	22
0 0 1 0	1.02	31
0.00039202    0.03924 1 0	1.04	1
0.00156897    0.07848 1 0	1.06	28
0.00353098    0.11772 1 0	1.08	33
0.00627798    0.15696 1 0	1.1	33
0.00981003     0.1962 1 0	1.12	32
0.014126  0.23544 1 0	1.14	21
0.019227  0.27468 1 0	1.16	26
0.025113  0.31392 1 0	1.18	32
0.031784  0.35316 1 0	1.2	26
0.03924  0.3924 1 0	1.22	31
0.04748 0.43164 1 0	1.24	28
0.056505  0.47088 1 0	1.26	31
0.066315  0.51012 1 0	1.28	25
0.07691 0.54936 1 0	1.3	22
0.08829  0.5886 1 0	1.32	31
0.100454  0.62784 1 0	1.34	32
0.113403  0.66708 1 0	1.36	28
0.127137  0.70632 1 0	1.38	28
0.141656  0.74556 1 0	1.4	32
0.15696  0.7848 1 0	1.42	30
0.173048  0.82404 1 0	1.44	30
0.189921  0.86328 1 0	1.46	27
